model,split,calibration_method,probability_column,n,event_count,event_rate,pred_mean,roc_auc,pr_auc,brier,log_loss,reliability,resolution,uncertainty,grouped_brier
baseline_plus_p_stress_logit,val,platt,p_platt,3074851,15821,0.005145289966895957,0.005142505947505933,0.8027419971036694,0.15056369439089518,0.004662220823208724,0.026303232114612062,3.026510051147977e-07,5.5520796932699435e-05,0.005118815958052517,0.005063597812124933
baseline_plus_p_stress_logit,val,primary,p,3074851,15821,0.005145289966895957,0.005142505947505933,0.8027419971036694,0.15056369439089518,0.004662220823208724,0.026303232114612062,3.026510051147977e-07,5.5520796932699435e-05,0.005118815958052517,0.005063597812124933
baseline_plus_p_stress_logit,val,raw,p_raw,3074851,15821,0.005145289966895957,0.02737398447809149,0.8027419971036694,0.15056369439089518,0.007421409679477457,0.043382772200529954,0.001903602526665639,5.5520796932699435e-05,0.005118815958052517,0.006966897687785457
macro_logit,val,intercept_only,p_intercept_only,3074851,15821,0.005145289966895957,0.005145289965950293,0.7958352559929555,0.11842688988561426,0.004784630237784868,0.027170203003412347,2.926833826150246e-06,5.226000369144137e-05,0.005118815958052517,0.005069482788187226
macro_logit,val,isotonic,p_isotonic,3074851,15821,0.005145289966895957,0.005145290034216241,0.7963646366719768,0.11699924476966916,0.004765299781612341,0.026706688842454473,1.4662175359867632e-08,5.2722723558867445e-05,0.005118815958052517,0.005066107896669009
macro_logit,val,platt,p_platt,3074851,15821,0.005145289966895957,0.00514888370570759,0.7958352559929555,0.11842688988561426,0.004804465407717935,0.027074729332419264,7.102135183492019e-07,5.226000369144137e-05,0.005118815958052517,0.005067266167879425
macro_logit,val,primary,p,3074851,15821,0.005145289966895957,0.00514888370570759,0.7958352559929555,0.11842688988561426,0.004804465407717935,0.027074729332419264,7.102135183492019e-07,5.226000369144137e-05,0.005118815958052517,0.005067266167879425
macro_logit,val,raw,p_raw,3074851,15821,0.005145289966895957,0.004369534653669039,0.7958352559929555,0.11842688988561426,0.004789335908431354,0.027241378630592367,9.315935030408719e-07,5.226000369144137e-05,0.005118815958052517,0.005067487547864117
regime_aware_dynamic_stress_robustness_logit,val,intercept_only,p_intercept_only,3074851,15821,0.005145289966895957,0.005145290109749927,0.8050627918935748,0.15402976427635343,0.004807753521868612,0.027257077428185093,8.467319439445965e-06,5.7980560472025064e-05,0.005118815958052517,0.005069302717019938
regime_aware_dynamic_stress_robustness_logit,val,isotonic,p_isotonic,3074851,15821,0.005145289966895957,0.005145289966895903,0.806007124870041,0.15250059228060087,0.004625472631058067,0.02594434997161367,1.896320474160582e-07,5.862048098430059e-05,0.005118815958052517,0.005060385109115633
regime_aware_dynamic_stress_robustness_logit,val,platt,p_platt,3074851,15821,0.005145289966895957,0.0051459336314256705,0.8050628127213492,0.15402976387769413,0.004675766755555246,0.02623737276229208,5.88652280582358e-07,5.7980560472025064e-05,0.005118815958052517,0.005061424049861075
regime_aware_dynamic_stress_robustness_logit,val,primary,p,3074851,15821,0.005145289966895957,0.0051459336314256705,0.8050628127213492,0.15402976387769413,0.004675766755555246,0.02623737276229208,5.88652280582358e-07,5.7980560472025064e-05,0.005118815958052517,0.005061424049861075
regime_aware_dynamic_stress_robustness_logit,val,raw,p_raw,3074851,15821,0.005145289966895957,0.023239576824968775,0.8050628127213492,0.15402976387769413,0.00683484007074559,0.04003649556324453,0.0012524621843862172,5.7980560472025064e-05,0.005118815958052517,0.006313297581966709
regime_aware_logit,val,intercept_only,p_intercept_only,3074851,15821,0.005145289966895957,0.005145290115432304,0.7985427195928403,0.15331758764548867,0.0048026907884785855,0.027373501098878254,8.32253020904189e-06,5.941256483920864e-05,0.005118815958052517,0.00506772592342235
regime_aware_logit,val,isotonic,p_isotonic,3074851,15821,0.005145289966895957,0.005145289966895918,0.7999751816405241,0.15010058135349702,0.00462493006552762,0.025998550082432917,1.509566242635591e-07,6.008495808789176e-05,0.005118815958052517,0.005058881956588889
regime_aware_logit,val,platt,p_platt,3074851,15821,0.005145289966895957,0.005110814531461368,0.7985427508138395,0.1533175871695882,0.004676373544470853,0.026322947389043675,1.0304016888117889e-06,5.941256483920864e-05,0.005118815958052517,0.00506043379490212
regime_aware_logit,val,primary,p,3074851,15821,0.005145289966895957,0.005110814531461368,0.7985427508138395,0.1533175871695882,0.004676373544470853,0.026322947389043675,1.0304016888117889e-06,5.941256483920864e-05,0.005118815958052517,0.00506043379490212
regime_aware_logit,val,raw,p_raw,3074851,15821,0.005145289966895957,0.028694861776268805,0.7985427508138395,0.1533175871695882,0.0078154912171744,0.0455556643268116,0.0020317700961460195,5.941256483920864e-05,0.005118815958052517,0.007091173489359328
regime_aware_with_raw_macro_logit,val,intercept_only,p_intercept_only,3074851,15821,0.005145289966895957,0.005145290051720488,0.7862568592269135,0.15089755459754367,0.00492692874387872,0.028798529092430258,1.9541231374609723e-05,5.164259258144926e-05,0.005118815958052517,0.005086714596845678
regime_aware_with_raw_macro_logit,val,isotonic,p_isotonic,3074851,15821,0.005145289966895957,0.005145289966895909,0.7869377030768314,0.1482914599188787,0.004635934253063138,0.026313438746867344,2.597486439177735e-08,5.182855502931063e-05,0.005118815958052517,0.005067013377887598
regime_aware_with_raw_macro_logit,val,platt,p_platt,3074851,15821,0.005145289966895957,0.0051424410335936125,0.7862568694135135,0.1508975543573063,0.004692541678092873,0.026646452166893382,6.108328984814574e-07,5.164259258144926e-05,0.005118815958052517,0.00506778419836955
regime_aware_with_raw_macro_logit,val,primary,p,3074851,15821,0.005145289966895957,0.0051424410335936125,0.7862568694135135,0.1508975543573063,0.004692541678092873,0.026646452166893382,6.108328984814574e-07,5.164259258144926e-05,0.005118815958052517,0.00506778419836955
regime_aware_with_raw_macro_logit,val,raw,p_raw,3074851,15821,0.005145289966895957,0.008604321900776443,0.7862568694135135,0.1508975543573063,0.005262440699737097,0.02989555027954093,0.00013042704612761273,5.164259258144926e-05,0.005118815958052517,0.005197600411598681
