model,fold,split,bin,n,mean_pred,observed_rate,event_count
baseline_logit,origin_2023_04,validation,4,223359,0.0019534249349468214,0.0020460335155511977,457
baseline_logit,origin_2023_04,validation,5,223359,0.0025725544573231614,0.0032503727183592333,726
baseline_logit,origin_2023_04,validation,6,223358,0.003445800791247698,0.0036533278414025913,816
baseline_logit,origin_2023_04,validation,7,223358,0.004834912160506988,0.005372540943239105,1200
baseline_logit,origin_2023_04,validation,8,223358,0.007523145654876432,0.006626133829994896,1480
baseline_logit,origin_2023_04,validation,9,223358,0.026853716132316973,0.02628963368225002,5872
baseline_logit,origin_2023_04,test,0,265156,0.00047774852089090995,0.0005543906228786073,147
baseline_logit,origin_2023_04,test,1,265156,0.0009496517175691375,0.0006713029311047081,178
baseline_logit,origin_2023_04,test,2,265156,0.001445203651047372,0.00120683673007588,320
baseline_logit,origin_2023_04,test,3,265156,0.002051305490708602,0.0016141441264764893,428
baseline_logit,origin_2023_04,test,4,265156,0.0028658688671934786,0.002843609045241292,754
baseline_logit,origin_2023_04,test,5,265156,0.004057178521510178,0.0030812050264749807,817
baseline_logit,origin_2023_04,test,6,265156,0.005963725500575711,0.00469534915295147,1245
baseline_logit,origin_2023_04,test,7,265156,0.009313112843241395,0.0055627630526935085,1475
baseline_logit,origin_2023_04,test,8,265155,0.016203018800913457,0.008591201372781958,2278
baseline_logit,origin_2023_04,test,9,265155,0.05499566004552689,0.03312779317757538,8784
macro_logit,origin_2023_04,validation,0,223359,0.00034922508158818287,0.0006223165397409551,139
macro_logit,origin_2023_04,validation,1,223359,0.0006933418125679949,0.0011953850079916188,267
macro_logit,origin_2023_04,validation,2,223359,0.0010382613076636946,0.0019923083466526982,445
macro_logit,origin_2023_04,validation,3,223359,0.00145808669128845,0.002529560035637695,565
macro_logit,origin_2023_04,validation,4,223359,0.002001023331710292,0.002936975899784652,656
macro_logit,origin_2023_04,validation,5,223359,0.0027432781845275955,0.003375731445789066,754
macro_logit,origin_2023_04,validation,6,223358,0.003809446863810578,0.003823458304605163,854
macro_logit,origin_2023_04,validation,7,223358,0.005459308896114247,0.004096562469219817,915
macro_logit,origin_2023_04,validation,8,223358,0.008442149958594991,0.005533717171536278,1236
macro_logit,origin_2023_04,validation,9,223358,0.025086100812079827,0.024959929798798342,5575
macro_logit,origin_2023_04,test,0,265156,0.000988392563016466,0.0006750742958861953,179
macro_logit,origin_2023_04,test,1,265156,0.0021302300215467473,0.0012973494848315709,344
macro_logit,origin_2023_04,test,2,265156,0.003250153827175417,0.0015651163843171567,415
macro_logit,origin_2023_04,test,3,265156,0.004503279584534845,0.0019535669568103305,518
macro_logit,origin_2023_04,test,4,265156,0.005989322206986569,0.00233447479974053,619
macro_logit,origin_2023_04,test,5,265156,0.007857368007465866,0.00296429271824888,786
macro_logit,origin_2023_04,test,6,265156,0.010381642152812613,0.004227699920047067,1121
macro_logit,origin_2023_04,test,7,265156,0.014157760044115508,0.005102656549352079,1353
macro_logit,origin_2023_04,test,8,265155,0.020893678750581162,0.008097150723161924,2147
macro_logit,origin_2023_04,test,9,265155,0.05521559465177587,0.033731213818332675,8944
regime_aware_logit,origin_2023_04,validation,0,223359,0.0004945283233625623,0.00040293876673874794,90
regime_aware_logit,origin_2023_04,validation,1,223359,0.0008579290691797958,0.0005059120071275391,113
regime_aware_logit,origin_2023_04,validation,2,223359,0.0011576391225749585,0.0008819881894170372,197
regime_aware_logit,origin_2023_04,validation,3,223359,0.0014906449232821208,0.0013789460017281595,308
regime_aware_logit,origin_2023_04,validation,4,223359,0.0018788903518452147,0.0018848580088556986,421
regime_aware_logit,origin_2023_04,validation,5,223359,0.002363421094318171,0.0023280906522683215,520
regime_aware_logit,origin_2023_04,validation,6,223358,0.0030387036471040316,0.0034966287305581174,781
regime_aware_logit,origin_2023_04,validation,7,223358,0.004163970249106398,0.004839763966367894,1081
regime_aware_logit,origin_2023_04,validation,8,223358,0.006635914611518254,0.007879726716750687,1760
regime_aware_logit,origin_2023_04,validation,9,223358,0.028212172541028976,0.027467115572309925,6135
regime_aware_logit,origin_2023_04,test,0,265156,0.0005654940343302544,0.0006449033776342983,171
