fold,model,feature,standardized_coefficient,basis_kind,basis_mean,basis_scale,raw_basis_coefficient,standardized_model_intercept,raw_basis_intercept
origin_2022_04,baseline_logit,number_of_borrowers,-0.23620548844337463,main,1.4854665875948316,0.5046370279990475,-0.468070068857136,-4.81489754589695,-3.5811857175910835
origin_2022_04,baseline_logit,loan_age_months,0.1760595589876175,main,20.589060484488073,16.206284967288195,0.010863659336053105,-4.81489754589695,-3.5811857175910835
origin_2022_04,baseline_logit,remaining_months_to_legal_maturity,0.03596518188714981,main,296.5112316622576,77.77598831426904,0.00046242012048532875,-4.81489754589695,-3.5811857175910835
origin_2022_04,baseline_logit,current_actual_upb,0.7490280270576477,main,208348.5390978446,114794.88049407673,6.524925361077375e-06,-4.81489754589695,-3.5811857175910835
origin_2022_04,baseline_logit,current_interest_rate,0.20446249842643738,main,4.020080528877259,0.5806674779365796,0.3521163250833358,-4.81489754589695,-3.5811857175910835
origin_2022_04,baseline_logit,credit_score_missing,-0.05262156203389168,main,8.430988871641269e-05,0.009181654565440659,-5.731163338681561,-4.81489754589695,-3.5811857175910835
origin_2022_04,baseline_logit,mi_percent_missing,0.0,main,0.0,1.0,0.0,-4.81489754589695,-3.5811857175910835
origin_2022_04,baseline_logit,number_of_units_missing,0.0,main,0.0,1.0,0.0,-4.81489754589695,-3.5811857175910835
origin_2022_04,baseline_logit,original_cltv_missing,0.14462491869926453,main,1.1204879861824702e-05,0.003347350342060416,43.20579082566022,-4.81489754589695,-3.5811857175910835
origin_2022_04,baseline_logit,original_dti_missing,-0.08599724620580673,main,0.0533125450928092,0.2246559984254513,-0.3827952372005932,-4.81489754589695,-3.5811857175910835
origin_2022_04,baseline_logit,original_ltv_missing,-0.3250291645526886,main,9.155206716368964e-06,0.00302574336297032,-107.42126002173994,-4.81489754589695,-3.5811857175910835
origin_2022_04,baseline_logit,number_of_borrowers_missing,0.0,main,0.0,1.0,0.0,-4.81489754589695,-3.5811857175910835
origin_2022_04,baseline_logit,current_delinquency_months,0.08566128462553024,main,0.011339884999672051,0.12460991277760901,0.6874355556159462,-4.81489754589695,-3.5811857175910835
origin_2022_04,baseline_logit,current_30_dpd,0.09270656853914261,main,0.009181715822383524,0.09538035393591553,0.971967126494735,-4.81489754589695,-3.5811857175910835
origin_2022_04,baseline_logit,current_60_dpd,0.039494890719652176,main,0.002158169177288528,0.04640594232521014,0.8510739948533806,-4.81489754589695,-3.5811857175910835
origin_2022_04,baseline_logit,recent_30_dpd_3m,0.10582848638296127,main,0.015191904064365203,0.12231561680858387,0.865208295916752,-4.81489754589695,-3.5811857175910835
origin_2022_04,baseline_logit,recent_60_dpd_3m,0.0465916283428669,main,0.0030035910273508385,0.05472265955060349,0.8514138151451207,-4.81489754589695,-3.5811857175910835
origin_2022_04,baseline_logit,ever_30_dpd,0.15445664525032043,main,0.04536746540151731,0.2081087659964362,0.7421919231070038,-4.81489754589695,-3.5811857175910835
origin_2022_04,baseline_logit,ever_60_dpd,0.04820648580789566,main,0.006517277378167428,0.08046615731935666,0.5990901941119446,-4.81489754589695,-3.5811857175910835
origin_2022_04,baseline_logit,months_since_30_dpd,-0.18976040184497833,main,20.35606320645401,15.948096721292716,-0.01189862371424073,-4.81489754589695,-3.5811857175910835
origin_2022_04,baseline_logit,months_since_60_dpd,0.10789187252521515,main,21.13601385032467,16.09526326759353,0.006703330708634411,-4.81489754589695,-3.5811857175910835
origin_2022_04,baseline_logit,delinquent_30_months_3m,-0.11091727018356323,main,0.023159666805133476,0.20709485358852642,-0.5355868012246362,-4.81489754589695,-3.5811857175910835
origin_2022_04,baseline_logit,delinquent_30_months_6m,0.007892124354839325,main,0.03952289074968845,0.32804143785021606,0.024058315335280522,-4.81489754589695,-3.5811857175910835
origin_2022_04,baseline_logit,delinquent_30_months_12m,0.008747934363782406,main,0.06428266905704104,0.5050169061110359,0.017322062406083163,-4.81489754589695,-3.5811857175910835
origin_2022_04,baseline_logit,delinquent_60_months_3m,-0.07384352385997772,main,0.0037991374975403923,0.07600828664659455,-0.97151938450235,-4.81489754589695,-3.5811857175910835
origin_2022_04,baseline_logit,delinquent_60_months_6m,-0.0005348040722310543,main,0.00559178163055598,0.10654352851790876,-0.005019582884765825,-4.81489754589695,-3.5811857175910835
origin_2022_04,baseline_logit,delinquent_60_months_12m,0.038575179874897,main,0.007921303482804608,0.14395813569692575,0.2679610963850568,-4.81489754589695,-3.5811857175910835
origin_2022_04,baseline_logit,cured_from_30_dpd,0.03376009687781334,main,0.0033133649620673824,0.057466395177490706,0.5874754588928348,-4.81489754589695,-3.5811857175910835
origin_2022_04,baseline_logit,cumulative_30_dpd_cures,0.02087440900504589,main,0.058066830276131964,0.3616597816319504,0.05771835870400738,-4.81489754589695,-3.5811857175910835
origin_2022_04,baseline_logit,months_since_30_dpd_cure,0.23907515406608582,main,20.480687706333764,15.921143442310942,0.015016205018964657,-4.81489754589695,-3.5811857175910835
origin_2022_04,macro_logit,credit_score,-0.43249815702438354,main,748.430178977459,47.09283581320969,-0.009183948037018965,-5.467411897773223,-12.181639189287372
origin_2022_04,macro_logit,mi_percent,0.0657813549041748,main,6.532549902708848,11.45500877554875,0.005742584418144504,-5.467411897773223,-12.181639189287372
origin_2022_04,macro_logit,number_of_units,0.033862583339214325,main,1.0364530269573011,0.25214198394980997,0.13429966247094666,-5.467411897773223,-12.181639189287372
origin_2022_04,macro_logit,original_cltv,0.11754342913627625,main,74.2102407136142,17.88307320420259,0.006572887545338298,-5.467411897773223,-12.181639189287372
origin_2022_04,macro_logit,original_dti,0.30165204405784607,main,34.45864196856075,9.243195982226442,0.03263503712762196,-5.467411897773223,-12.181639189287372
origin_2022_04,macro_logit,original_upb,-0.5995692014694214,main,220510.1077581495,117603.49446296951,-5.098226070639518e-06,-5.467411897773223,-12.181639189287372
origin_2022_04,macro_logit,original_ltv,0.05686655268073082,main,73.6487119853954,17.749544798359786,0.0032038316095850407,-5.467411897773223,-12.181639189287372
origin_2022_04,macro_logit,original_interest_rate,0.0915612205862999,main,4.020093066044665,0.5806725632995546,0.15768132743524466,-5.467411897773223,-12.181639189287372
origin_2022_04,macro_logit,original_loan_term,-0.07703819870948792,main,317.09562435776905,74.89110923943865,-0.001028669484159791,-5.467411897773223,-12.181639189287372
origin_2022_04,macro_logit,number_of_borrowers,-0.23285086452960968,main,1.4854665875948316,0.5046370279990475,-0.4614224712223241,-5.467411897773223,-12.181639189287372
origin_2022_04,macro_logit,loan_age_months,-0.09700486063957214,main,20.589060484488073,16.206284967288195,-0.00598563216896241,-5.467411897773223,-12.181639189287372
origin_2022_04,macro_logit,remaining_months_to_legal_maturity,0.048360709100961685,main,296.5112316622576,77.77598831426904,0.0006217948514591781,-5.467411897773223,-12.181639189287372
origin_2022_04,macro_logit,current_actual_upb,0.9536330103874207,main,208348.5390978446,114794.88049407673,8.307278219054612e-06,-5.467411897773223,-12.181639189287372
origin_2022_04,macro_logit,current_interest_rate,0.09992078691720963,main,4.020080528877259,0.5806674779365796,0.17207918596075214,-5.467411897773223,-12.181639189287372
origin_2022_04,macro_logit,credit_score_missing,-0.054915763437747955,main,8.430988871641269e-05,0.009181654565440659,-5.98103131046211,-5.467411897773223,-12.181639189287372
origin_2022_04,macro_logit,mi_percent_missing,0.0,main,0.0,1.0,0.0,-5.467411897773223,-12.181639189287372
origin_2022_04,macro_logit,number_of_units_missing,0.0,main,0.0,1.0,0.0,-5.467411897773223,-12.181639189287372
origin_2022_04,macro_logit,original_cltv_missing,0.13351987302303314,main,1.1204879861824702e-05,0.003347350342060416,39.88822781568983,-5.467411897773223,-12.181639189287372
