fold,model,feature,standardized_coefficient
origin_2021_04,macro_logit,long_rate,-0.4753342568874359
origin_2021_04,macro_logit,long_rate_change,0.23764459788799286
origin_2021_04,macro_logit,yield_curve,1.2946934700012207
origin_2021_04,macro_logit,initial_claims,1.9604620933532715
origin_2021_04,macro_logit,initial_claims_change,-2.1321563720703125
origin_2021_04,macro_logit,payroll_growth,0.18990342319011688
origin_2021_04,macro_logit,real_income_growth,-0.050784334540367126
origin_2021_04,macro_logit,financial_conditions,0.17984095215797424
origin_2021_04,macro_logit,consumer_sentiment,-0.029750000685453415
origin_2021_04,macro_logit,consumer_sentiment_change,-0.09977566450834274
origin_2021_04,regime_aware_logit,credit_score,-0.421853244304657
origin_2021_04,regime_aware_logit,mi_percent,0.08655674755573273
origin_2021_04,regime_aware_logit,number_of_units,0.03771885484457016
origin_2021_04,regime_aware_logit,original_cltv,0.00429292768239975
origin_2021_04,regime_aware_logit,original_dti,0.39604467153549194
origin_2021_04,regime_aware_logit,original_upb,-0.37796902656555176
origin_2021_04,regime_aware_logit,original_ltv,0.05009665712714195
origin_2021_04,regime_aware_logit,original_interest_rate,0.000822516973130405
origin_2021_04,regime_aware_logit,original_loan_term,1.449905276298523
origin_2021_04,regime_aware_logit,number_of_borrowers,-0.21133409440517426
origin_2021_04,regime_aware_logit,loan_age_months,0.20971867442131042
origin_2021_04,regime_aware_logit,remaining_months_to_legal_maturity,-1.6855556964874268
origin_2021_04,regime_aware_logit,current_actual_upb,0.7352436184883118
origin_2021_04,regime_aware_logit,current_interest_rate,0.4964585304260254
origin_2021_04,regime_aware_logit,credit_score_missing,-0.05517028644680977
origin_2021_04,regime_aware_logit,mi_percent_missing,0.0
origin_2021_04,regime_aware_logit,number_of_units_missing,0.0
origin_2021_04,regime_aware_logit,original_cltv_missing,0.5196457505226135
origin_2021_04,regime_aware_logit,original_dti_missing,-0.129661425948143
origin_2021_04,regime_aware_logit,original_ltv_missing,-0.8379484415054321
origin_2021_04,regime_aware_logit,number_of_borrowers_missing,0.0
origin_2021_04,regime_aware_logit,current_delinquency_months,0.05947815254330635
origin_2021_04,regime_aware_logit,current_30_dpd,0.054863762110471725
origin_2021_04,regime_aware_logit,current_60_dpd,0.04370085522532463
origin_2021_04,regime_aware_logit,recent_30_dpd_3m,0.02445707656443119
origin_2021_04,regime_aware_logit,recent_60_dpd_3m,0.03299466893076897
origin_2021_04,regime_aware_logit,ever_30_dpd,0.17929553985595703
origin_2021_04,regime_aware_logit,ever_60_dpd,0.03598325327038765
origin_2021_04,regime_aware_logit,months_since_30_dpd,0.032773714512586594
origin_2021_04,regime_aware_logit,months_since_60_dpd,0.03266491740942001
origin_2021_04,regime_aware_logit,delinquent_30_months_3m,-0.01199241541326046
origin_2021_04,regime_aware_logit,delinquent_30_months_6m,0.09384244680404663
origin_2021_04,regime_aware_logit,delinquent_30_months_12m,0.01839412935078144
origin_2021_04,regime_aware_logit,delinquent_60_months_3m,-0.023388439789414406
origin_2021_04,regime_aware_logit,delinquent_60_months_6m,0.06564149260520935
origin_2021_04,regime_aware_logit,delinquent_60_months_12m,-0.1854311227798462
origin_2021_04,regime_aware_logit,cured_from_30_dpd,0.029385771602392197
origin_2021_04,regime_aware_logit,cumulative_30_dpd_cures,-0.009513131342828274
origin_2021_04,regime_aware_logit,months_since_30_dpd_cure,-0.13775555789470673
origin_2021_04,regime_aware_logit,p_stress,-0.7064287066459656
origin_2021_04,regime_aware_logit,p_stress_x_credit_score,-0.12062634527683258
origin_2021_04,regime_aware_logit,p_stress_x_original_cltv,0.008950802497565746
origin_2021_04,regime_aware_logit,p_stress_x_original_dti,0.04384307190775871
origin_2021_04,regime_aware_logit,p_stress_x_original_ltv,0.07719124853610992
origin_2021_04,regime_aware_logit,p_stress_x_original_interest_rate,0.45435386896133423
origin_2021_04,regime_aware_logit,p_stress_x_current_delinquency_months,-0.05082886293530464
origin_2021_04,regime_aware_logit,p_stress_x_recent_60_dpd_3m,-0.06750521808862686
origin_2021_04,regime_aware_logit,p_stress_x_months_since_30_dpd,0.14930525422096252
origin_2022_04,baseline_logit,credit_score,-0.3685981035232544
origin_2022_04,baseline_logit,mi_percent,0.10715177655220032
origin_2022_04,baseline_logit,number_of_units,-0.031200267374515533
origin_2022_04,baseline_logit,original_cltv,0.060838181525468826
origin_2022_04,baseline_logit,original_dti,0.3365521728992462
origin_2022_04,baseline_logit,original_upb,-0.3815594017505646
origin_2022_04,baseline_logit,original_ltv,0.06568929553031921
origin_2022_04,baseline_logit,original_interest_rate,0.09148868918418884
origin_2022_04,baseline_logit,original_loan_term,0.6465967893600464
origin_2022_04,baseline_logit,number_of_borrowers,-0.22923769056797028
origin_2022_04,baseline_logit,loan_age_months,0.013111340813338757
origin_2022_04,baseline_logit,remaining_months_to_legal_maturity,-0.8530202507972717
origin_2022_04,baseline_logit,current_actual_upb,0.7092543840408325
origin_2022_04,baseline_logit,current_interest_rate,0.36017999053001404
origin_2022_04,baseline_logit,credit_score_missing,-0.05231166258454323
origin_2022_04,baseline_logit,mi_percent_missing,0.0
origin_2022_04,baseline_logit,number_of_units_missing,0.0
origin_2022_04,baseline_logit,original_cltv_missing,-0.025969937443733215
origin_2022_04,baseline_logit,original_dti_missing,-0.06233588978648186
origin_2022_04,baseline_logit,original_ltv_missing,-0.3231734335422516
origin_2022_04,baseline_logit,number_of_borrowers_missing,0.0
origin_2022_04,baseline_logit,current_delinquency_months,0.09487681090831757
origin_2022_04,baseline_logit,current_30_dpd,0.08455336838960648
origin_2022_04,baseline_logit,current_60_dpd,0.08173845708370209
