model,fold,month_date,n,event_count,event_rate,pred_mean,brier,log_loss,predicted_defaults,count_error,absolute_count_error
baseline_logit,origin_2023_04,2023-12-01,227623,1516,0.006660135399322564,0.011344751049474838,0.00615088317959293,0.033489242433473974,2582.326268134611,1066.326268134611,1066.326268134611
baseline_logit,origin_2023_04,2024-01-01,229738,1595,0.006942691239585963,0.011573048591831751,0.006493486593945621,0.035290678493737744,2658.769037390243,1063.7690373902428,1063.7690373902428
baseline_logit,origin_2023_04,2024-02-01,231850,1626,0.007013155057149019,0.011996101101588238,0.006563136733824185,0.035705598334478936,2781.296040403233,1155.2960404032328,1155.2960404032328
baseline_logit,origin_2023_04,2024-03-01,234439,1652,0.007046609139264371,0.012222248484442675,0.006576825535443042,0.035902832339829154,2865.3717124442564,1213.3717124442564,1213.3717124442564
macro_logit,origin_2023_04,2023-04-01,206266,1117,0.005415337476850281,0.01663266818869734,0.005165772040588231,0.032440861109034234,3430.7539366098454,2313.7539366098454,2313.7539366098454
macro_logit,origin_2023_04,2023-05-01,208682,1134,0.005434105481066887,0.021080393475485758,0.005325693720781465,0.035786191801666714,4399.098671251319,3265.0986712513186,3265.0986712513186
macro_logit,origin_2023_04,2023-06-01,211872,1183,0.005583559885213714,0.010960603671740586,0.005142993403747383,0.029359278025221387,2322.2450211390214,1139.2450211390214,1139.2450211390214
macro_logit,origin_2023_04,2023-07-01,214767,1236,0.005755074103563396,0.012539106442426182,0.005268543168067328,0.030520557262802367,2692.9862733205437,1456.9862733205437,1456.9862733205437
macro_logit,origin_2023_04,2023-08-01,217610,1255,0.005767198198612196,0.020720980943865284,0.005643088207699234,0.036587383409409785,4509.092663194525,3254.092663194525,3254.092663194525
macro_logit,origin_2023_04,2023-09-01,220569,1321,0.005989055578979821,0.010298662445077354,0.005444065284178996,0.030154372875148654,2271.565676848267,950.5656768482668,950.5656768482668
macro_logit,origin_2023_04,2023-10-01,222564,1379,0.006195970597221473,0.006733944615437884,0.00565705438712639,0.02982457482661255,1498.7336493903172,119.73364939031717,119.73364939031717
macro_logit,origin_2023_04,2023-11-01,225578,1412,0.006259475658087225,0.0029429504681353917,0.005895517705981018,0.03126798940634432,663.8648807010454,-748.1351192989546,748.1351192989546
macro_logit,origin_2023_04,2023-12-01,227623,1516,0.006660135399322564,0.00462167080256346,0.006132651808358059,0.03159033097910265,1051.9985730919025,-464.0014269080975,464.0014269080975
macro_logit,origin_2023_04,2024-01-01,229738,1595,0.006942691239585963,0.013507384881896472,0.006329063993475804,0.03495413662660285,3103.1595879971314,1508.1595879971314,1508.1595879971314
macro_logit,origin_2023_04,2024-02-01,231850,1626,0.007013155057149019,0.01607416336387545,0.0064520366918842395,0.03664913035973664,3726.794775914523,2100.794775914523,2100.794775914523
macro_logit,origin_2023_04,2024-03-01,234439,1652,0.007046609139264371,0.015234471562851973,0.006450394164111355,0.03629917381182602,3571.5542787234535,1919.5542787234535,1919.5542787234535
regime_aware_logit,origin_2023_04,2023-04-01,206266,1117,0.005415337476850281,0.007093776125465371,0.005032475901627808,0.027512491189558924,1463.2048262952403,346.2048262952403,346.2048262952403
regime_aware_logit,origin_2023_04,2023-05-01,208682,1134,0.005434105481066887,0.007298798170315833,0.004991794593759566,0.027568279609062878,1523.1277997778486,389.1277997778486,389.1277997778486
regime_aware_logit,origin_2023_04,2023-06-01,211872,1183,0.005583559885213714,0.007878727379272787,0.005208853903961812,0.0284771823077107,1669.281727301284,486.28172730128404,486.28172730128404
regime_aware_logit,origin_2023_04,2023-07-01,214767,1236,0.005755074103563396,0.008247436892319417,0.0052984461356341845,0.028932461171920904,1771.277279052764,535.277279052764,535.277279052764
regime_aware_logit,origin_2023_04,2023-08-01,217610,1255,0.005767198198612196,0.012152367355066005,0.005615727681666687,0.03360345684976466,2644.4766601359133,1389.4766601359133,1389.4766601359133
regime_aware_logit,origin_2023_04,2023-09-01,220569,1321,0.005989055578979821,0.014893903167256141,0.005975784734041288,0.03653109980309444,3285.1333276985197,1964.1333276985197,1964.1333276985197
regime_aware_logit,origin_2023_04,2023-10-01,222564,1379,0.006195970597221473,0.015683584545338466,0.0062005119407283135,0.03771927907594652,3490.6013107487106,2111.6013107487106,2111.6013107487106
regime_aware_logit,origin_2023_04,2023-11-01,225578,1412,0.006259475658087225,0.01690757542265739,0.006330575978508743,0.038644852527095326,3813.977048692209,2401.977048692209,2401.977048692209
regime_aware_logit,origin_2023_04,2023-12-01,227623,1516,0.006660135399322564,0.01807115310309579,0.0067485647482337,0.040594770713267725,4113.410082785973,2597.410082785973,2597.410082785973
regime_aware_logit,origin_2023_04,2024-01-01,229738,1595,0.006942691239585963,0.018898771594047955,0.007101282365269935,0.04265776146360292,4341.765988473389,2746.7659884733894,2746.7659884733894
regime_aware_logit,origin_2023_04,2024-02-01,231850,1626,0.007013155057149019,0.019684097784355762,0.00722623961326671,0.04337784460756073,4563.758071302884,2937.7580713028838,2937.7580713028838
regime_aware_logit,origin_2023_04,2024-03-01,234439,1652,0.007046609139264371,0.02033489166267652,0.007282719349191519,0.04391505797613157,4767.29166650622,3115.2916665062203,3115.2916665062203
