fold,model,feature,standardized_coefficient
origin_2023_04,regime_aware_logit,remaining_months_to_legal_maturity,-1.7002547979354858
origin_2023_04,regime_aware_logit,current_actual_upb,0.724113941192627
origin_2023_04,regime_aware_logit,current_interest_rate,0.590343713760376
origin_2023_04,regime_aware_logit,current_delinquency_months,0.1165236234664917
origin_2023_04,regime_aware_logit,current_30_dpd,0.10455179959535599
origin_2023_04,regime_aware_logit,current_60_dpd,0.09834767878055573
origin_2023_04,regime_aware_logit,recent_30_dpd_3m,0.1348581165075302
origin_2023_04,regime_aware_logit,recent_60_dpd_3m,0.03924114257097244
origin_2023_04,regime_aware_logit,ever_30_dpd,0.20192928612232208
origin_2023_04,regime_aware_logit,ever_60_dpd,-0.032608065754175186
origin_2023_04,regime_aware_logit,months_since_30_dpd,-0.40488576889038086
origin_2023_04,regime_aware_logit,months_since_60_dpd,0.06153413653373718
origin_2023_04,regime_aware_logit,delinquent_30_months_3m,-0.10338611900806427
origin_2023_04,regime_aware_logit,delinquent_30_months_6m,0.019791163504123688
origin_2023_04,regime_aware_logit,delinquent_30_months_12m,0.05210215970873833
origin_2023_04,regime_aware_logit,delinquent_60_months_3m,-0.030567411333322525
origin_2023_04,regime_aware_logit,delinquent_60_months_6m,0.03879484906792641
origin_2023_04,regime_aware_logit,delinquent_60_months_12m,-0.40058356523513794
origin_2023_04,regime_aware_logit,cured_from_30_dpd,0.009200354106724262
origin_2023_04,regime_aware_logit,cumulative_30_dpd_cures,-0.016543803736567497
origin_2023_04,regime_aware_logit,months_since_30_dpd_cure,0.2992194592952728
origin_2023_04,regime_aware_logit,p_stress,-0.1784549206495285
origin_2023_04,regime_aware_logit,p_stress_x_credit_score,-0.6945183873176575
origin_2023_04,regime_aware_logit,p_stress_x_original_cltv,-0.0838058814406395
origin_2023_04,regime_aware_logit,p_stress_x_original_dti,-0.06640706211328506
origin_2023_04,regime_aware_logit,p_stress_x_original_ltv,-0.044023625552654266
origin_2023_04,regime_aware_logit,p_stress_x_original_interest_rate,0.6597671508789062
origin_2023_04,regime_aware_logit,p_stress_x_current_delinquency_months,-0.050141848623752594
origin_2023_04,regime_aware_logit,p_stress_x_recent_60_dpd_3m,-0.00876872893422842
origin_2023_04,regime_aware_logit,p_stress_x_months_since_30_dpd,0.559389054775238
